"date","beef","pork","chicken","milk","eggs","inf_rate","av_wage1","av_wage2"
17167,10.8933534822427,13.9652545540594,11.6494324547239,1.58768708026037,3.18101950059645,0.5318772229366,24.9647724346723,20.0130626580212
17198,12.323521010112,9.71815251279622,13.3018953260034,2.81358495121822,4.07681513321586,1.09730435744859,20.3954095141962,18.905068009859
17226,11.1184847727418,7.04924104269594,5.3001086646691,2.74849349074066,4.16994426469319,1.25005685025826,16.6355114162434,17.6157275778241
17257,7.27329667191952,6.96042380062863,9.21756686177105,1.70560958050191,2.17379699787125,1.06820435170084,17.2098255935125,17.2005961143877
17287,6.94555978756398,6.10626257490367,12.8770693158731,1.89523147465661,4.14860012126155,-0.609630350722,18.1307172051165,17.9862416363321
17318,11.7317691654898,9.74970526294783,11.7247225437313,2.2261173306033,3.8131213102024,-0.867083826567978,21.2034042221494,23.2885987893678
17348,6.95622724713758,12.6330919680186,6.36265354231,2.85971923265606,4.02122768270783,1.72787982737646,22.5874117314816,19.7072519445792
17379,6.60021786112338,5.07870707195252,14.9649776448496,2.70302744442597,3.09353139204904,0.387462091166526,23.6608568117954,20.959394500358
17410,7.61579551966861,13.180745402351,12.7835541404784,2.88137385388836,3.48804546636529,0.839617471443489,16.369615774136,19.6653355618473
17440,8.12368561746553,9.72746194340289,7.07502236124128,1.14426116924733,3.0706803528592,0.237227639416233,22.5214062808082,19.711431079777
17471,8.24547676369548,8.81677565630525,7.35255873994902,1.0819669207558,2.24189622420818,1.92256985395215,16.2969820129219,18.2854038744699
17501,7.76539847254753,9.37783248024061,13.2209490868263,2.68875340698287,4.32547828927636,-0.91230211337097,16.6815227149054,24.6784513937309
17532,8.56505661970004,14.5161430467851,8.2098884228617,1.7710189553909,3.94032872305252,1.37821496091783,20.350790789118,21.4598084255122
17563,6.76269710063934,6.27099689794704,8.7781528243795,2.29394907224923,2.48562145163305,-0.499479364138097,16.5376490631606,21.5046569320839
17591,5.15077081508934,6.51883918326348,13.6580871231854,2.31682522734627,4.72517089336179,0.580120211001486,22.2104943410959,20.7393482897896
17622,9.3485605972819,11.3971267524175,8.70440548984334,1.4694791068323,3.81473982217722,0.950010641245171,19.0910174995661,16.4560940966476
17652,7.12440283037722,13.5400188039057,10.0433140201494,2.29075083136559,3.23619305342436,-0.735522705130279,23.2222124356776,16.0739990768488
17683,11.7854762775823,10.5476339883171,14.4366272655316,1.55437036510557,3.70043694158085,1.45481200166978,21.730996185448,20.6737839996349
17713,9.2410263302736,5.8896449720487,6.94505621213466,1.13137041032314,2.04008865426295,1.45419865241274,20.9872011435218,22.372625234304
17744,6.38645565602928,8.64235246321186,6.21377860894427,1.99380851862952,2.84128134720959,1.01618523732759,19.069103110116,23.6233080187812
17775,6.00997228175402,5.91715481830761,8.25553186004981,2.12087480584159,3.53919990221038,0.140794745180756,18.3668228508905,18.6399188223295
17805,14.9361613532528,7.99302527913824,12.2222955524921,2.27086205547675,4.14444646146148,1.00375100318342,22.8829437610693,22.4940779530443
17836,5.75157552259043,12.2077977121808,13.6514396290295,2.17664979491383,3.99820235650986,-0.449793993029743,16.6117465163115,24.1166705798823
17866,10.2116670296527,10.8104260382243,7.01526732183993,1.54107456794009,2.90839023562148,1.58668957417831,24.9729228925426,18.0112920100801
17897,5.94389769481495,5.90460593579337,5.57712781708688,2.0606326716952,2.40944433794357,-0.807170021114871,22.8715401545633,20.4021533839405
17928,13.6110644275323,14.4808727921918,8.55489508714527,2.66895247716457,4.41339432820678,-0.698154848068953,24.4274800466374,24.8228679832537
17956,5.61250188853592,14.1667263861746,7.57608705665916,2.67284104786813,2.95123505452648,-0.641784393694252,21.1590947934892,24.8226036452688
17987,14.4562855316326,6.56174306757748,13.4136333921924,1.96300308546051,2.45080129010603,-0.508544281357899,23.5765871626791,20.0872315752786
18017,7.82127525424585,6.09470363939181,7.96423321589828,2.86133557278663,3.59749848418869,-0.632910892600194,21.3873889246024,23.4014415438287
18048,9.64029283029959,6.38985482044518,12.4397757230327,2.60019297292456,2.97126185474917,-0.845105126267299,18.8447042338084,21.8744770570192
18078,10.1068155723624,10.1026073843241,10.2817602432333,2.49845263548195,2.80050850892439,-0.825142358196899,21.5983101385646,17.996625657659
18109,11.8515273905359,11.9226791523397,10.8138727210462,1.74388915114105,4.19538856763393,-0.272024502512068,21.9561268123798,16.9810816769022
18140,14.0046495757997,12.7416854212061,9.84941147500649,1.9659574534744,2.63879419700243,0.632246277062222,21.9030605035368,20.3027990122791
18170,7.78949969215319,10.3756080474705,9.80443804292008,1.91779129812494,3.34582390170544,0.934433799004182,16.1280588696245,18.4989048370626
18201,10.9106499352492,7.54458658397198,9.07667974242941,1.70704028895125,4.5357310520485,1.26988224801607,17.0264707638416,22.7177560674027
18231,6.19825453264639,14.4465449498966,9.48011558735743,1.17518154252321,2.71871095546521,0.9296879270114,23.7937749535777,18.1493139304221
18262,6.27099830191582,7.79659045161679,5.67060278728604,2.28496881388128,2.07167590456083,0.854029556037858,18.1162696434185,17.9089933545329
18293,6.89151705708355,14.485343080014,7.48157052788883,1.36394812725484,2.67475147265941,1.24627251108177,22.5069091757759,23.3210638868622
18322,14.2094188113697,14.5504381298088,5.59189008316025,1.03307881532237,3.04020248446614,1.84409040189348,22.0532606774941,20.2218010399956
18353,12.7317465888336,9.85736589878798,13.4038735344075,2.22216410841793,2.55466446140781,1.07639776263386,24.4901108236518,23.0646592958365
18383,10.7123783300631,14.5537206670269,7.11531730834395,1.92642906308174,4.61647527269088,0.809033928904682,21.7003965161275,16.7222178753
18414,10.7618026551791,6.04096085764468,10.1829200680368,2.22714039497077,4.69433115655556,0.138411624124274,22.6118495264091,23.4502655765973
18444,8.61443110741675,12.2913553752005,11.6265514283441,2.72619820944965,3.20850946288556,-0.531353255268186,16.2387150474824,21.8149863064755
18475,7.80295482138172,6.51154349325225,14.43018555874,2.90055089537054,4.8321988072712,-0.222962168045342,16.1786465826444,19.1055788917001
18506,10.3677985072136,11.7072779149748,11.2365041859448,1.36386870127171,2.07873681699857,-0.124029166530818,20.1204859714489,17.1996896157507
18536,10.5270644486882,12.6683497009799,8.36216613417491,2.73213504487649,3.78647720627487,-0.240998974535614,23.8591575114988,22.4788932783995
18567,12.8589085512795,5.25724095758051,7.46482598595321,2.98984894063324,3.45512746251188,1.96599783957936,22.7765782731585,22.4565010177903
18597,10.9344317484647,5.57036800310016,9.63121463079005,2.46763372281566,3.89505073544569,0.01652384060435,22.959278099006,18.3995359081309
18628,7.48328800313175,13.0501673812978,10.9455639496446,1.87949492875487,3.94684038613923,1.79753076471388,22.4897974010091,22.0496624668594
18659,14.3093320657499,8.75738127389923,6.05230822926387,2.13438941957429,4.36011157138273,1.47955311951227,18.9549617830198,17.1978107136674
18687,14.6823261235841,6.4566965517588,8.45967427827418,2.27552803466097,2.23132586898282,0.866685941349715,20.7844385891221,17.8128210760187
18718,10.7976115169004,10.1373897842132,13.0196675821207,2.33077458664775,3.38717057276517,0.727448015706614,20.4826885662042,22.2671506337356
18748,8.11759293777868,12.2858676570468,6.6308878082782,2.48683818243444,4.25623588170856,1.36892344173975,18.6652096058242,18.0387003242504
18779,7.83981344196945,13.5757911484689,6.15456326166168,1.74887877423316,3.52455112384632,1.79531751410104,21.8521197719965,18.3658692669123
18809,14.2346359300427,8.62675436772406,11.5230675041676,1.61033343197778,2.34774800972082,0.795080923242494,20.6255920503754,21.2985051949508
18840,11.833298758138,5.85028584115207,6.22022019000724,2.3996208794415,4.46259805280715,0.766276691807434,20.1255010569002,22.4642887550872
18871,11.0035077785142,5.28154602507129,12.8775487979874,2.63164888182655,4.55493472912349,-0.954177032923326,24.7289039862808,16.552193509182
18901,11.1658939020708,14.4273344869725,7.20227485289797,2.89309183880687,3.94532604515553,0.924301410093904,19.5451729374472,20.054443778703
18932,12.7032044040971,10.0395093904808,11.833395306021,1.29445613035932,3.85081599233672,-0.932161406148225,18.6289695086889,18.1331685262267
18962,9.3656309787184,13.3298921724781,7.39467011997476,1.28285488113761,2.54503875924274,1.88645649887621,24.9656763412058,24.5585114262067
18993,10.993606953416,13.239722752478,10.102348709479,1.57189950300381,2.54567357245833,1.87121238536201,18.5155836425256,24.9857761890162
19024,13.3385638892651,13.1037673843093,12.272679079324,1.70339622627944,3.05786851537414,1.748937969096,18.3416846012697,21.4180144332349
19052,6.38136245543137,11.4500997820869,7.03627750044689,2.03374851355329,2.36892953235656,0.233204599004239,22.8457190417685,22.669438871555
19083,9.70162645215169,5.49984824378043,11.7688781092875,1.12262259330601,4.27917969319969,1.74980159639381,21.4491380008403,20.4406200184021
19113,9.02152135269716,10.8339388109744,10.7284894655459,2.36524605937302,3.51693444163539,0.377458413364366,16.627587037161,24.9998736155685
19144,13.6388234002516,11.4989049942233,6.13334755878896,1.25090607255697,3.19906901824288,1.41859614429995,18.2499857486691,23.3365447276738
19174,14.3366131209768,11.8730493425392,11.0510839591734,2.07453170744702,4.37955807079561,1.3633975519333,24.3043932528235,17.126888013212
19205,10.9316275990568,8.67382552707568,5.26523057604209,2.08202015375718,3.88408437371254,0.0589228002354503,19.3235478382558,17.9150900931563
19236,6.7913675471209,14.4615424377844,5.06020651664585,2.74929006630555,3.80159462383017,0.529168972745538,24.7850378453732,20.8854701376986
19266,11.7463283054531,10.9851832850836,10.2225195686333,1.93350684549659,4.48151550954208,0.0430104925762862,20.6294684396125,18.8558657541871
19297,7.1128892339766,10.5263969558291,9.56294370815158,1.14964448148385,2.88684719870798,1.7935687773861,19.7864040122367,17.8852594362106
19327,8.73262524604797,7.94425384839997,14.7346871416084,1.93775953631848,4.44833151227795,-0.810515036806464,20.7119664498605,24.0636416166089
19358,7.8036308917217,7.88974295370281,14.5577261503786,2.03656560648233,4.54843620816246,1.47280552610755,19.1657339164522,17.691106619779
