"date","beef","pork","chicken","milk","eggs","inf_rate","av_wage1","av_wage2","gas_price","emp_rate"
2017-01-01,10.8933534822427,13.9652545540594,11.6494324547239,1.58768708026037,3.18101950059645,0.5318772229366,24.9647724346723,20.0130626580212,148.588168080896,59.4363050255924
2017-02-01,13.3018953260034,14.0679247560911,11.9227171107195,2.39820290496573,3.46513650473207,-0.031643996713683,21.5066362954676,17.8443169384263,92.4008693173528,67.4849349074066
2017-03-01,12.2331475489773,12.5001895008609,5.70612379582599,1.35905057284981,2.68198900157586,-0.41187285981141,19.7958101755939,19.1752431122586,94.6345866099,63.7880290113389
2017-04-01,6.34425065945834,6.33399568265304,6.94555978756398,1.22125251498073,4.36312079476193,0.342847211984918,22.4458003637847,17.171108947834,108.939708489925,54.4138703029603
2017-05-01,11.7317691654898,9.74970526294783,11.7247225437313,2.2261173306033,3.8131213102024,-0.867083826567978,21.2034042221494,23.2885987893678,105.649817977101,65.2661839360371
2017-06-01,6.36265354231,14.2985961632803,11.7374256090261,2.8185865515843,4.19580391049385,0.235750648193061,17.440196075011,16.0708363647573,169.719821158797,67.0302744442597
2017-07-01,8.64510464016348,9.62487363722175,13.5120631242171,2.10208766674623,2.78473865590058,1.45422362070531,23.0051987264305,24.4661823424976,129.681212436408,62.2641164762899
2017-08-01,5.41068419348449,9.07259506871924,8.12368561746553,1.94549238868058,2.62250670837238,-0.783608246129006,19.2120410585776,19.7116829182487,147.968055829406,58.2476246217266
2017-09-01,8.24547676369548,8.81677565630525,7.35255873994902,1.0819669207558,2.24189622420818,1.92256985395215,16.2969820129219,18.2854038744699,112.12318778038,58.7556649604812
2017-10-01,13.2209490868263,13.4437670349143,12.7515942975879,1.05846525775269,2.22717423830181,1.89281713124365,19.20855095773,24.5645287421066,115.679107382894,57.710189553909
2017-11-01,11.4677624101751,12.9273832030594,9.83421198790893,2.21329076122493,2.5288091301918,-0.618700930615887,19.4003375419416,21.8227708251216,102.949905376881,53.3368042390794
2017-12-01,5.59738784795627,11.1162854800932,5.15077081508934,1.3037678366527,4.59742613695562,0.975237841019407,24.1755126800854,20.7403606330045,145.204394143075,60.5318850884214
2018-01-01,9.3485605972819,11.3971267524175,8.70440548984334,1.4694791068323,3.81473982217722,0.950010641245171,19.0910174995661,16.4560940966476,106.995222643018,67.0800376078114
2018-02-01,10.0433140201494,11.4537541568279,9.12064351141453,1.17631819657981,4.40740414522588,-0.975333641050383,22.1069286498241,20.9928705894854,165.493018124253,55.5437036510557
2018-03-01,10.6681231386028,13.1827066722326,11.3677735393867,2.03861866658553,3.27230789908208,-0.73310650838539,17.7505505909212,16.5911668464541,91.0690307803452,66.3613243494183
2018-04-01,10.5413346039131,12.0806947047822,6.38645565602928,1.72847049264237,2.36413358268328,0.490712777944282,18.5238440416288,22.0485557119828,117.280916534364,66.9406844861805
2018-05-01,6.00997228175402,5.91715481830761,8.25553186004981,2.12087480584159,3.53919990221038,0.140794745180756,18.3668228508905,18.6399188223295,169.489290826023,55.9860505582765
2018-06-01,12.2222955524921,11.3543102773838,12.1481548715383,2.33583400212228,4.29431458702311,1.16469265101478,16.6764179703314,22.4870179409627,159.211517032236,61.7664979491383
2018-07-01,11.6606745216995,6.83402002323419,5.67971835145727,2.80370457330719,3.56350010889582,0.743127811467275,17.8137405896559,18.4348355557304,114.223739616573,67.2445971611887
2018-08-01,14.9699143250473,7.23476890008897,5.94389769481495,1.18092118715867,2.17313834512606,0.590949007542804,17.2283330138307,16.5784899366554,151.080356929451,59.7825630754232
2018-09-01,13.6110644275323,14.4808727921918,8.55489508714527,2.66895247716457,4.41339432820678,-0.698154848068953,24.4274800466374,24.8228679832537,94.9000151082873,68.3334527723491
2018-10-01,7.57608705665916,13.3642052393407,8.17078351508826,1.23881040420383,3.7196982644964,1.94086788175628,24.5106569784693,17.4055687608197,157.309067137539,59.6300308546051
2018-11-01,6.50267096702009,6.638185728807,13.4184301807545,1.90827368339524,2.84638257627375,-0.671588908182457,18.6678098943084,24.3760100775398,132.599959578365,52.4472607159987
2018-12-01,10.9859876940027,13.2238239375874,9.64029283029959,1.27797096408904,4.2319327169098,1.40028945938684,18.9137855642475,16.4646846211981,115.286259856075,63.0543934600428
2019-01-01,10.1068155723624,10.1026073843241,10.2817602432333,2.49845263548195,2.80050850892439,-0.825142358196899,21.5983101385646,17.996625657659,144.812219124287,63.8453583046794
2019-02-01,10.8138727210462,8.71944575570524,12.3179618921131,1.48531699832529,3.9853756041266,-0.672972774365917,24.1041846182197,22.9675168790855,128.795291800052,59.659574534744
2019-03-01,7.12931399000809,10.4408209235407,11.5589561150409,1.95617755828425,2.83684990764596,0.612682414241135,20.3239942386281,20.1300608415622,125.888637378812,62.8962253266945
2019-04-01,5.14228763291612,7.77656093006954,10.9106499352492,1.5089173167944,3.22300392272882,0.0605604334268719,23.6071931561455,22.8096467440482,99.1241845674813,64.9283468164504
2019-05-01,6.19825453264639,14.4465449498966,9.48011558735743,1.17518154252321,2.71871095546521,0.9296879270114,23.7937749535777,18.1493139304221,100.167986415327,55.5931809032336
